Road_Type,Road_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity
State Highway,Dry Road,36,71,Car,36,63,83,1,0,0,0,1,Low
Service Roads,Wet Road,20,30,Bike,36,97,96,0,0,1,0,0,Low
State Highway,Dry Road,71,72,Bike,15,41,69,0,0,0,0,0,Low
Urban Roads,Dry Road,68,59,Car,43,55,62,0,1,1,0,0,Medium
State Highway,Dry Road,52,61,Bike,35,26,100,0,0,0,0,0,Low
National Highway,Dry Road,51,86,Bike,41,65,83,0,1,0,1,0,Low
Service Roads,Wet Road,22,27,Car,25,73,84,0,0,1,1,0,Low
State Highway,Dry Road,82,78,Bike,27,20,67,0,0,0,0,0,Medium
Rural Roads,Dry Road,42,57,Bike,33,55,61,0,0,0,0,0,Low
Service Roads,Dry Road,25,44,Bike,34,38,90,1,1,0,0,0,Low
Expressway,Dry Road,119,116,Bike,34,84,85,0,0,0,0,0,Medium
National Highway,Wet Road,100,97,Car,44,56,89,0,0,0,0,0,Medium
National Highway,Wet Road,58,71,Bus,33,68,83,1,0,0,0,1,Low
National Highway,Dry Road,64,88,Car,24,49,91,1,0,0,1,0,Low
Service Roads,Wet Road,42,28,Bike,20,98,100,0,0,0,0,0,High
National Highway,Wet Road,67,92,Bike,36,92,88,0,0,0,0,1,Medium
Urban Roads,Dry Road,25,42,Car,39,80,74,0,0,0,0,0,Low
Expressway,Dry Road,84,112,Car,45,39,78,0,1,1,0,1,Low
Rural Roads,Dry Road,54,60,Car,45,31,96,1,0,0,0,0,Low
Expressway,Wet Road,117,120,Bike,32,77,96,0,1,0,0,0,Medium
State Highway,Dry Road,85,75,Car,41,60,75,1,0,0,0,0,Low
Expressway,Dry Road,107,116,Car,35,60,57,1,1,0,0,0,Medium
Urban Roads,Dry Road,48,34,Truck,31,66,86,0,0,0,0,1,Medium
State Highway,Dry Road,67,81,Bike,28,52,69,0,1,0,0,1,Medium
Service Roads,Dry Road,39,23,Car,32,40,53,0,1,0,0,0,Medium
Urban Roads,Dry Road,30,30,Car,21,87,96,1,1,0,0,1,Low
Expressway,Damaged Road,115,94,Car,21,57,83,0,1,0,0,0,High
Expressway,Dry Road,92,99,Bike,22,34,80,0,1,0,0,0,Medium
Service Roads,Damaged Road,36,25,Bike,17,96,86,0,0,0,0,0,Medium
Service Roads,Dry Road,52,47,Car,28,44,99,0,0,0,0,0,Medium
Expressway,Dry Road,93,113,Bike,27,73,76,0,0,0,0,0,Low
National Highway,Dry Road,62,89,Bike,16,29,47,0,0,0,0,1,Low
Service Roads,Dry Road,38,36,Bus,31,63,51,0,0,0,0,0,Medium
Urban Roads,Dry Road,40,37,Bike,24,100,98,1,0,0,0,1,Low
Urban Roads,Wet Road,66,59,Bike,31,33,58,0,0,0,0,0,Medium
Rural Roads,Dry Road,65,64,Car,41,100,66,1,1,0,1,0,High
Expressway,Dry Road,113,119,Bike,10,78,77,0,0,1,1,0,Medium
Service Roads,Dry Road,23,37,Car,26,100,58,0,0,0,1,0,Low
State Highway,Dry Road,67,85,Bike,29,73,83,0,0,0,0,1,Low
Service Roads,Wet Road,45,43,Car,40,75,73,0,0,0,0,0,Medium
National Highway,Dry Road,67,73,Bike,25,67,100,0,1,0,0,0,Low
Service Roads,Wet Road,20,25,Bike,19,62,63,0,0,0,0,0,Low
State Highway,Dry Road,83,65,Car,45,68,95,1,0,0,0,0,High
State Highway,Wet Road,56,70,Bike,31,55,70,0,0,0,0,0,Low
State Highway,Wet Road,81,74,Car,13,88,100,0,0,0,0,0,Low
Rural Roads,Dry Road,77,61,Bike,35,46,43,0,0,0,0,1,Medium
Service Roads,Dry Road,40,31,Bike,29,61,67,0,1,1,0,1,Medium
National Highway,Dry Road,70,87,Truck,19,71,73,0,1,0,0,0,Low
National Highway,Dry Road,78,80,Car,33,49,83,0,0,0,0,1,Low
Rural Roads,Wet Road,48,70,Bike,43,53,51,0,0,0,0,1,Low
Urban Roads,Damaged Road,40,47,Car,20,100,100,0,1,0,0,1,Medium
State Highway,Dry Road,79,74,Bike,21,92,81,1,0,0,0,0,Low
National Highway,Wet Road,74,77,Car,45,28,74,1,0,0,1,0,Medium
Rural Roads,Dry Road,39,40,Bus,23,21,98,0,1,0,0,1,Medium
Service Roads,Wet Road,22,21,Bike,37,59,100,1,1,0,0,0,Low
National Highway,Wet Road,57,77,Bike,21,100,100,0,0,0,0,0,Low
State Highway,Dry Road,57,76,Car,22,89,67,0,0,0,0,1,Low
Rural Roads,Dry Road,77,48,Car,18,90,97,1,1,0,0,1,Medium
Urban Roads,Wet Road,38,37,Car,28,48,60,0,1,0,0,0,Medium
Rural Roads,Dry Road,27,43,Bike,38,38,66,1,0,1,0,1,Low
National Highway,Dry Road,50,73,Car,27,88,92,0,0,0,0,0,Low
Service Roads,Wet Road,25,42,Bike,36,34,62,0,1,1,0,0,Medium
State Highway,Dry Road,72,86,Bike,32,62,84,0,0,0,0,0,Low
Urban Roads,Dry Road,53,55,Car,31,80,66,1,1,0,0,1,Medium
Expressway,Wet Road,84,94,Truck,13,68,100,0,0,1,0,0,Medium
Service Roads,Dry Road,41,26,Car,19,79,86,1,0,1,0,0,Low
Urban Roads,Wet Road,20,40,Bike,36,63,76,0,1,0,0,0,Medium
Expressway,Dry Road,107,116,Car,39,77,57,0,0,0,0,1,Low
National Highway,Dry Road,88,78,Truck,38,82,68,1,0,0,0,0,High
Rural Roads,Dry Road,52,41,Bike,41,46,58,1,0,0,0,0,Medium
National Highway,Dry Road,83,86,Car,30,36,48,0,0,0,0,0,Low
Urban Roads,Wet Road,34,41,Bike,29,84,100,0,0,1,0,1,Low
Urban Roads,Dry Road,34,58,Bike,11,82,58,0,0,0,1,0,Medium
Urban Roads,Dry Road,26,37,Car,28,57,48,0,0,1,0,1,Low
Service Roads,Dry Road,32,31,Truck,31,45,71,0,0,0,0,0,Medium
National Highway,Dry Road,102,93,Car,26,51,35,0,0,1,0,0,Medium
Service Roads,Dry Road,44,45,Car,29,71,74,1,0,0,1,1,Medium
Urban Roads,Dry Road,20,37,Bike,40,78,63,0,1,0,0,0,Low
Urban Roads,Dry Road,20,40,Truck,33,28,50,1,1,0,0,0,Low
State Highway,Dry Road,55,64,Bike,27,44,51,0,1,0,0,0,Low
State Highway,Damaged Road,67,72,Bike,40,76,66,0,1,0,0,0,High
National Highway,Damaged Road,83,95,Car,31,45,54,0,0,0,0,0,Medium
Service Roads,Damaged Road,37,41,Car,14,78,91,0,0,0,0,0,Medium
National Highway,Dry Road,60,74,Car,29,57,51,1,0,0,0,1,Low
Rural Roads,Dry Road,43,59,Truck,39,41,84,0,1,1,0,1,Low
Rural Roads,Dry Road,53,63,Car,25,85,46,0,0,0,0,0,Low
State Highway,Dry Road,64,82,Bus,24,84,47,0,1,0,0,0,High
Urban Roads,Dry Road,26,38,Bike,33,90,52,0,1,0,0,1,Low
Expressway,Dry Road,74,95,Car,28,55,59,0,1,0,0,0,Low
Urban Roads,Dry Road,53,54,Car,43,67,94,0,0,0,1,0,Low
Expressway,Wet Road,69,90,Bike,39,84,79,0,0,0,0,0,Low
Urban Roads,Dry Road,20,40,Bike,22,63,85,0,0,1,0,1,Medium
Service Roads,Dry Road,20,21,Truck,14,57,95,1,1,0,0,1,Medium
National Highway,Damaged Road,75,93,Car,28,98,56,0,1,0,0,0,Medium
State Highway,Dry Road,56,86,Bike,31,85,58,0,0,1,0,1,Low
Urban Roads,Dry Road,46,36,Bus,29,100,79,0,0,0,0,0,Low
Service Roads,Dry Road,45,35,Bike,33,41,78,1,0,0,0,1,Medium
Service Roads,Dry Road,46,31,Car,19,58,59,1,0,0,0,1,Medium
Expressway,Dry Road,95,97,Car,33,59,49,0,1,0,0,0,High
Service Roads,Dry Road,22,27,Car,28,87,78,0,0,1,0,1,Low
Urban Roads,Wet Road,43,59,Car,32,71,37,0,0,0,0,1,High
Urban Roads,Dry Road,46,46,Bike,31,75,100,0,1,1,0,0,Low
Rural Roads,Wet Road,44,45,Car,13,76,64,0,0,0,0,0,Low
National Highway,Wet Road,35,72,Bike,36,23,75,1,0,0,0,1,Low
Rural Roads,Dry Road,71,52,Truck,32,47,74,1,0,0,0,0,Medium
State Highway,Damaged Road,46,60,Car,35,65,46,1,0,0,0,0,Medium
Urban Roads,Dry Road,47,54,Bike,25,55,88,0,0,0,0,1,Low
Expressway,Dry Road,78,99,Bike,27,49,69,1,1,1,0,0,Medium
Urban Roads,Wet Road,47,38,Car,18,41,18,1,0,0,1,0,High
Service Roads,Wet Road,21,21,Bike,36,32,80,0,1,0,0,0,Low
State Highway,Damaged Road,60,69,Bike,33,50,78,0,1,0,0,0,Medium
Service Roads,Wet Road,54,44,Truck,28,79,80,0,0,0,0,1,High
State Highway,Wet Road,48,74,Car,38,76,60,0,0,0,0,0,Low
Urban Roads,Wet Road,43,55,Bus,27,77,61,0,0,0,0,0,Medium
Rural Roads,Dry Road,53,45,Car,30,87,67,0,1,0,1,1,High
National Highway,Wet Road,62,71,Bike,31,89,54,1,1,0,0,0,Medium
Urban Roads,Dry Road,20,37,Car,23,92,92,1,0,1,0,1,Low
National Highway,Damaged Road,90,81,Car,23,96,44,0,1,0,0,0,High
Service Roads,Dry Road,38,50,Bike,21,52,72,0,1,0,0,0,Low
National Highway,Wet Road,69,90,Car,43,60,75,0,1,0,0,1,Low
Service Roads,Dry Road,37,27,Truck,30,77,100,1,1,0,0,0,High
State Highway,Wet Road,71,88,Car,31,63,97,0,0,0,0,0,Low
National Highway,Dry Road,70,89,Car,30,65,84,0,0,1,0,0,Low
Service Roads,Damaged Road,40,29,Bus,24,34,71,0,0,1,0,1,Medium
Urban Roads,Dry Road,61,38,Truck,27,70,64,0,0,0,0,1,High
Service Roads,Dry Road,77,47,Bike,24,56,73,1,0,0,0,0,High
Rural Roads,Dry Road,20,55,Bike,26,86,43,1,1,0,0,0,Medium
Urban Roads,Dry Road,54,56,Car,21,45,55,0,1,0,0,0,Low
National Highway,Wet Road,96,99,Car,10,47,52,0,0,1,1,0,Medium
National Highway,Wet Road,71,79,Bus,34,100,65,1,1,0,0,0,High
Rural Roads,Wet Road,37,42,Bike,39,37,85,0,1,0,1,1,Medium
Service Roads,Damaged Road,20,29,Car,34,33,51,0,1,0,0,0,Medium
Expressway,Dry Road,88,108,Bus,35,65,44,0,0,0,0,0,High
Rural Roads,Dry Road,76,67,Car,31,69,53,1,0,0,0,0,Medium
National Highway,Dry Road,104,99,Truck,27,80,69,1,0,0,0,0,High
Expressway,Dry Road,83,95,Car,25,37,53,0,0,0,0,1,Low
National Highway,Dry Road,115,94,Bike,17,88,94,0,0,0,0,0,Low
Urban Roads,Dry Road,49,47,Truck,26,35,70,0,1,0,0,0,Medium
Expressway,Damaged Road,79,106,Car,31,45,59,0,0,0,0,0,High
National Highway,Wet Road,56,73,Bike,35,61,65,0,0,0,0,1,Low
Expressway,Dry Road,84,113,Bike,39,68,68,0,0,0,0,0,Medium
National Highway,Dry Road,75,94,Truck,37,98,66,0,1,0,0,0,Low
Urban Roads,Dry Road,34,30,Bike,24,31,85,0,0,0,0,1,Low
State Highway,Wet Road,62,80,Car,30,64,43,0,0,0,0,0,Low
Rural Roads,Damaged Road,61,62,Car,35,69,68,1,1,0,0,1,High
Urban Roads,Dry Road,37,52,Bike,45,54,75,0,0,0,0,1,Low
Urban Roads,Wet Road,61,52,Car,35,20,100,0,0,1,0,1,Medium
Expressway,Dry Road,79,99,Car,26,51,46,1,0,1,0,0,Low
State Highway,Wet Road,78,73,Truck,19,46,55,1,0,0,0,1,High
National Highway,Wet Road,70,70,Car,38,47,81,0,1,1,0,0,Medium
Rural Roads,Wet Road,64,63,Bike,37,51,73,0,0,1,0,0,Medium
State Highway,Wet Road,61,74,Car,12,92,53,0,1,0,0,0,Medium
Expressway,Damaged Road,101,111,Bike,26,29,30,0,1,1,0,0,Medium
Expressway,Dry Road,93,110,Bike,34,37,79,0,1,1,0,0,Medium
State Highway,Damaged Road,29,65,Bike,23,47,76,1,0,0,0,0,Medium
State Highway,Wet Road,82,73,Car,32,90,80,0,0,0,0,0,Medium
National Highway,Wet Road,105,97,Bike,44,81,98,0,0,0,0,0,Medium
Rural Roads,Wet Road,37,40,Bike,33,71,100,0,1,0,0,0,Medium
Service Roads,Damaged Road,23,34,Bike,36,37,96,1,0,0,0,0,Low
State Highway,Wet Road,67,76,Bike,17,73,63,0,1,0,0,0,High
National Highway,Damaged Road,90,86,Car,43,48,96,0,0,1,0,0,Medium
Service Roads,Wet Road,20,46,Car,33,60,82,1,0,0,1,0,High
Rural Roads,Dry Road,70,67,Car,29,41,96,0,0,0,0,0,Medium
Expressway,Wet Road,83,100,Bike,32,71,57,0,0,0,1,1,Medium
Urban Roads,Wet Road,47,44,Bike,45,88,97,0,0,0,0,1,Medium
State Highway,Dry Road,64,63,Car,22,79,62,0,1,1,0,0,Medium
Expressway,Wet Road,80,120,Car,25,72,86,0,0,0,1,0,Low
Service Roads,Wet Road,55,47,Truck,22,63,68,0,0,1,0,0,Medium
Rural Roads,Wet Road,35,54,Car,31,80,63,1,0,0,0,1,Medium
Service Roads,Dry Road,55,37,Bike,30,53,69,0,1,0,0,0,Medium
Service Roads,Dry Road,21,43,Bus,44,53,91,0,0,0,0,1,Low
State Highway,Wet Road,61,72,Bike,39,85,93,0,0,0,0,0,Low
Service Roads,Dry Road,34,38,Car,31,59,100,1,0,1,0,0,Low
Urban Roads,Dry Road,24,45,Car,27,58,84,0,1,0,0,0,Low
Rural Roads,Damaged Road,83,69,Bus,25,66,68,0,0,0,0,1,High
Rural Roads,Dry Road,39,59,Bus,36,72,100,0,0,0,0,0,Low
Urban Roads,Dry Road,39,38,Car,36,51,16,0,0,0,1,0,Medium
State Highway,Dry Road,86,82,Bike,31,60,100,1,0,0,0,0,Medium
Service Roads,Dry Road,20,26,Bike,35,65,87,0,0,0,0,0,Low
Service Roads,Dry Road,44,25,Bike,27,53,65,0,1,0,0,0,Medium
Service Roads,Wet Road,43,38,Car,16,74,53,0,1,0,0,0,Medium
Service Roads,Dry Road,26,33,Car,25,94,61,0,0,0,0,0,Medium
Rural Roads,Dry Road,41,48,Bike,31,84,85,0,0,0,0,0,Low
State Highway,Wet Road,61,85,Bike,18,78,86,0,1,0,0,0,Medium
State Highway,Wet Road,65,83,Bike,34,73,82,0,1,0,0,0,Low
Rural Roads,Dry Road,66,62,Car,30,85,85,0,0,0,0,0,Low
Urban Roads,Dry Road,66,47,Truck,30,41,74,0,0,1,0,0,High
National Highway,Wet Road,63,84,Car,30,37,89,1,1,1,0,0,High
Service Roads,Dry Road,47,50,Car,21,47,76,0,1,1,0,0,Low
Urban Roads,Dry Road,39,53,Car,32,35,100,1,0,1,0,1,Low
Urban Roads,Dry Road,20,38,Bike,31,41,69,1,1,0,0,1,Medium
National Highway,Dry Road,73,71,Truck,30,20,90,1,0,0,0,1,High
State Highway,Dry Road,51,85,Car,22,100,68,0,1,0,0,0,Low
National Highway,Dry Road,72,83,Car,32,61,49,0,0,0,0,0,Low
National Highway,Wet Road,76,76,Bike,29,37,60,0,0,0,0,0,Low
Rural Roads,Wet Road,70,54,Truck,26,80,36,0,1,0,0,0,Medium
Rural Roads,Damaged Road,66,52,Bike,23,77,69,0,0,0,0,0,High
Expressway,Dry Road,88,99,Car,31,66,90,0,1,0,1,0,Medium
Rural Roads,Dry Road,59,56,Bike,34,26,76,0,0,0,0,1,Medium
National Highway,Damaged Road,73,70,Car,28,88,85,0,0,0,0,0,Medium
National Highway,Damaged Road,29,76,Car,45,75,77,0,0,0,0,0,Medium
Urban Roads,Wet Road,40,30,Truck,37,67,72,0,0,0,0,0,Medium
Expressway,Dry Road,91,98,Bike,29,67,64,0,1,0,0,0,Medium
Urban Roads,Dry Road,28,42,Car,21,38,83,0,1,0,0,1,Low
Service Roads,Wet Road,34,22,Bike,40,47,84,0,1,0,0,0,Medium
Rural Roads,Dry Road,61,64,Car,35,48,50,0,0,0,0,0,Low
Urban Roads,Wet Road,40,34,Bike,34,57,54,0,0,1,0,0,High
Rural Roads,Dry Road,67,70,Car,23,54,100,0,1,0,0,0,High
Service Roads,Dry Road,39,21,Truck,40,98,81,1,0,0,0,0,Medium
Rural Roads,Dry Road,37,63,Car,28,86,31,0,1,1,0,0,High
National Highway,Dry Road,66,74,Car,39,84,46,0,1,0,0,0,High
National Highway,Dry Road,76,97,Car,19,57,83,1,0,0,0,0,Medium
Rural Roads,Dry Road,35,43,Car,38,63,85,0,0,1,0,1,Low
Urban Roads,Damaged Road,20,33,Bike,28,46,97,1,0,0,0,0,Medium
National Highway,Dry Road,59,91,Car,19,92,77,0,0,0,0,0,Low
State Highway,Wet Road,71,70,Truck,43,60,76,0,0,0,0,0,High
Service Roads,Dry Road,29,35,Bus,34,51,74,0,1,0,0,0,Low
State Highway,Wet Road,65,80,Car,26,29,68,0,0,0,0,0,Low
National Highway,Damaged Road,112,98,Bike,35,65,70,0,0,1,1,0,High
Rural Roads,Wet Road,43,46,Bus,33,63,60,0,0,0,0,0,Medium
State Highway,Dry Road,94,84,Truck,30,40,100,1,1,0,0,0,High
Rural Roads,Wet Road,57,52,Bike,45,100,61,0,1,0,0,0,Medium
Service Roads,Dry Road,34,24,Truck,38,23,74,0,1,0,0,0,Medium
National Highway,Dry Road,71,100,Car,21,79,75,0,0,1,0,0,Medium
Expressway,Dry Road,93,92,Car,28,65,100,1,0,0,0,0,Low
State Highway,Dry Road,64,61,Truck,17,69,77,1,0,0,0,0,High
Rural Roads,Wet Road,53,58,Bike,21,84,100,1,0,0,0,1,Medium
Urban Roads,Dry Road,20,38,Car,24,37,100,0,0,0,0,1,Low
Urban Roads,Dry Road,40,58,Bus,30,85,85,0,1,1,1,1,Low
National Highway,Dry Road,64,90,Bike,30,55,100,0,0,0,0,1,Low
Rural Roads,Wet Road,81,63,Bike,25,33,91,0,0,1,0,0,Low
Urban Roads,Dry Road,37,30,Car,24,59,74,0,1,1,1,1,Medium
Rural Roads,Dry Road,42,41,Car,33,33,76,1,1,1,0,0,Medium
National Highway,Dry Road,72,90,Car,34,85,66,0,1,1,0,0,Low
State Highway,Damaged Road,89,87,Bike,32,100,57,0,1,1,0,0,High
Rural Roads,Dry Road,52,56,Car,45,61,52,0,0,0,0,1,Low
Service Roads,Dry Road,20,24,Car,28,49,52,0,0,0,0,0,Low
National Highway,Dry Road,55,83,Truck,15,62,75,0,1,0,0,1,Low
Rural Roads,Dry Road,53,42,Bus,14,57,79,0,0,0,0,0,Medium
Rural Roads,Dry Road,20,53,Bike,26,85,68,1,0,0,0,1,Low
Expressway,Wet Road,140,120,Car,36,88,64,0,0,0,0,1,Medium
Service Roads,Damaged Road,36,35,Bus,34,70,64,0,0,0,0,0,High
Expressway,Dry Road,136,103,Bus,21,56,83,1,1,0,0,0,High
Rural Roads,Dry Road,63,65,Car,45,37,99,1,0,0,0,1,Low
Expressway,Dry Road,102,98,Car,29,53,43,1,1,0,0,0,High
State Highway,Damaged Road,54,77,Bike,25,55,45,0,0,0,0,0,Medium
Rural Roads,Dry Road,74,62,Bike,23,70,83,0,1,0,0,0,High
Service Roads,Dry Road,20,26,Bike,35,90,100,0,0,1,0,0,Low
State Highway,Wet Road,32,61,Car,19,49,76,1,0,0,0,0,Low
Expressway,Wet Road,79,109,Car,40,52,93,0,1,0,0,0,Medium
Rural Roads,Dry Road,45,49,Bike,36,78,80,0,0,0,0,1,Medium
Expressway,Damaged Road,97,110,Bus,23,49,55,1,0,1,0,0,Medium
Rural Roads,Dry Road,32,47,Bike,27,34,70,1,0,0,0,1,Low
Expressway,Dry Road,101,95,Car,31,68,74,0,0,1,0,0,Low
Urban Roads,Dry Road,45,59,Car,27,70,98,1,0,0,0,0,Low
Rural Roads,Damaged Road,47,59,Bike,36,43,83,0,0,0,0,1,Low
Urban Roads,Dry Road,38,47,Bike,12,25,75,1,1,1,0,1,Low
Expressway,Wet Road,98,118,Truck,37,32,56,0,0,1,0,0,Medium
Urban Roads,Dry Road,45,54,Car,18,92,68,1,0,0,0,1,Low
Rural Roads,Damaged Road,42,65,Car,29,73,89,0,0,1,1,0,Medium
National Highway,Wet Road,68,86,Car,25,46,100,1,0,0,1,1,Low
State Highway,Dry Road,76,62,Car,17,38,31,0,0,0,1,1,Medium
State Highway,Dry Road,53,83,Car,36,69,89,0,1,1,0,0,Low
Service Roads,Dry Road,23,46,Car,26,75,76,0,0,0,0,1,Low
Rural Roads,Dry Road,55,70,Car,25,49,92,1,0,0,0,1,Low
Expressway,Wet Road,73,91,Car,20,65,51,0,1,1,0,0,Medium
Rural Roads,Damaged Road,35,52,Car,15,51,62,0,0,0,0,0,High
National Highway,Dry Road,89,100,Car,39,71,73,0,0,0,0,0,Low
Service Roads,Wet Road,20,42,Car,44,71,46,0,0,0,0,0,Low
Service Roads,Dry Road,20,25,Car,27,44,70,1,0,0,0,0,Low
National Highway,Dry Road,77,81,Truck,31,58,77,0,1,0,0,1,Low
State Highway,Dry Road,67,78,Car,43,61,74,1,0,0,0,0,Medium
Expressway,Wet Road,60,107,Bus,35,67,83,0,0,1,0,0,Medium
Service Roads,Dry Road,48,47,Bus,19,62,61,0,0,0,0,0,Medium
Rural Roads,Wet Road,54,58,Car,18,55,91,0,0,0,0,1,Low
Service Roads,Dry Road,27,34,Bike,28,67,89,0,1,0,0,0,Low
State Highway,Dry Road,68,68,Car,35,40,44,0,0,0,0,0,Medium
Service Roads,Damaged Road,26,44,Bike,25,87,75,0,0,0,0,0,Medium
State Highway,Wet Road,76,88,Car,45,43,67,0,0,0,0,0,Medium
Service Roads,Damaged Road,30,40,Bus,16,100,84,1,0,0,0,1,Medium
Urban Roads,Wet Road,35,40,Bike,18,66,95,1,0,0,0,1,Medium
State Highway,Wet Road,76,84,Bike,35,86,88,0,0,0,0,0,Low
Rural Roads,Damaged Road,42,63,Car,14,51,78,0,0,0,0,1,Low
Service Roads,Wet Road,61,49,Bike,24,52,20,0,0,0,0,0,High
Rural Roads,Dry Road,31,48,Car,33,87,40,1,0,0,0,0,Low
Service Roads,Damaged Road,37,40,Bike,33,61,72,0,0,1,0,0,Medium
Rural Roads,Wet Road,25,50,Bike,26,82,75,1,0,0,0,1,Low
Rural Roads,Damaged Road,56,45,Car,30,54,23,0,0,0,1,0,High
Service Roads,Wet Road,20,29,Bus,33,99,73,1,0,0,0,1,Medium
Urban Roads,Dry Road,27,43,Bus,36,68,80,1,0,0,0,1,Low
Expressway,Dry Road,96,94,Car,25,20,100,0,0,0,0,0,Low
Urban Roads,Damaged Road,46,55,Car,30,62,97,0,0,0,0,0,Low
Expressway,Dry Road,105,118,Bike,22,65,45,0,0,0,0,0,High
Service Roads,Dry Road,20,36,Bike,40,100,75,0,0,0,0,1,Low
Rural Roads,Wet Road,63,65,Car,26,45,68,0,0,1,0,0,Medium
Expressway,Dry Road,117,110,Bike,26,39,71,0,0,0,0,0,Low
National Highway,Dry Road,57,70,Bike,24,62,87,0,0,0,0,0,Low
Urban Roads,Wet Road,47,36,Bike,32,49,100,1,1,0,0,0,Medium
Urban Roads,Damaged Road,41,32,Car,33,72,66,1,1,0,1,0,Medium
Expressway,Dry Road,89,107,Bike,43,49,62,0,0,1,0,0,Low
Urban Roads,Wet Road,20,42,Bike,28,67,73,0,0,0,0,0,Low
Expressway,Dry Road,92,93,Car,41,52,76,0,0,0,0,0,Low
State Highway,Damaged Road,68,83,Bike,31,64,55,0,1,0,0,0,Medium
Urban Roads,Wet Road,42,51,Bike,21,76,68,0,1,1,0,1,Low
Urban Roads,Dry Road,38,42,Bike,34,45,46,0,1,0,0,0,Medium
Expressway,Dry Road,103,112,Car,17,100,71,0,0,0,0,0,Low
Urban Roads,Dry Road,34,31,Car,27,65,88,0,0,0,0,1,Low
Service Roads,Dry Road,33,40,Bike,34,62,100,0,0,0,0,0,Low
Urban Roads,Wet Road,26,34,Bike,29,100,69,0,1,1,1,0,Medium
Service Roads,Dry Road,27,37,Bike,44,88,77,0,0,0,0,0,Low
Service Roads,Dry Road,36,22,Bus,41,69,58,0,0,0,0,0,Medium
Urban Roads,Dry Road,29,54,Bike,27,65,80,0,0,0,1,0,Low
National Highway,Damaged Road,82,94,Car,30,68,100,0,0,0,0,0,Medium
Rural Roads,Wet Road,42,44,Bike,26,26,100,0,0,0,1,0,Medium
Urban Roads,Wet Road,20,31,Bike,13,79,64,0,0,0,0,0,Low
Expressway,Dry Road,92,93,Car,22,37,39,0,0,0,0,0,Medium
Rural Roads,Wet Road,50,62,Car,15,53,63,0,1,0,0,0,Low
National Highway,Wet Road,55,72,Truck,31,72,56,0,1,0,0,0,Medium
Service Roads,Damaged Road,20,39,Car,41,78,44,1,1,0,0,0,Medium
Expressway,Wet Road,48,92,Bus,27,60,89,0,0,1,0,0,Low
National Highway,Dry Road,82,91,Bike,38,63,24,0,0,1,0,0,Low
Service Roads,Dry Road,27,34,Car,10,98,56,0,1,0,0,0,Low
Urban Roads,Damaged Road,53,46,Bike,15,77,53,0,1,0,0,1,High
Rural Roads,Dry Road,20,51,Bike,23,78,78,1,1,0,0,1,High
Urban Roads,Wet Road,20,36,Bike,23,67,28,0,1,0,0,1,Medium
Service Roads,Dry Road,20,21,Truck,36,65,44,1,1,0,0,0,Low
Rural Roads,Dry Road,44,47,Bike,30,50,91,1,1,1,0,1,High
Expressway,Wet Road,92,116,Truck,45,65,47,0,1,0,0,0,Medium
Rural Roads,Dry Road,60,51,Bike,30,78,31,0,1,0,0,1,Medium
National Highway,Dry Road,77,82,Bike,33,45,100,0,0,0,0,0,Low
State Highway,Wet Road,61,82,Bike,30,73,67,1,1,0,1,0,Low
Rural Roads,Wet Road,42,64,Bike,34,82,78,0,1,0,0,0,Medium
State Highway,Dry Road,64,87,Bus,25,60,91,0,0,0,0,1,Low
Service Roads,Wet Road,29,29,Truck,38,74,57,0,1,1,0,1,Medium
State Highway,Dry Road,97,67,Bike,27,58,77,0,0,0,0,0,Low
Urban Roads,Damaged Road,20,37,Car,26,75,57,0,0,0,0,0,Low
National Highway,Dry Road,96,93,Bike,36,84,99,0,0,0,0,0,Low
Rural Roads,Dry Road,21,46,Car,23,92,95,1,0,0,0,1,Low
Rural Roads,Dry Road,77,42,Car,34,65,89,0,0,0,0,1,Low
State Highway,Wet Road,78,73,Car,26,76,44,1,1,0,0,0,High
State Highway,Dry Road,43,71,Bike,40,95,81,0,1,0,0,0,Low
National Highway,Dry Road,72,76,Truck,29,79,76,0,1,1,0,0,High
Expressway,Dry Road,109,120,Bike,35,42,76,0,1,0,0,1,Medium
Expressway,Dry Road,80,99,Bus,31,42,81,1,0,0,0,0,Low
National Highway,Dry Road,93,87,Car,19,74,57,0,0,0,0,0,Medium
Service Roads,Dry Road,20,21,Car,31,49,79,0,1,0,0,0,Low
Service Roads,Wet Road,41,41,Bike,25,100,75,0,0,0,0,0,Medium
Service Roads,Dry Road,24,27,Bike,37,55,74,1,0,1,0,0,Low
Rural Roads,Damaged Road,52,57,Bike,27,35,80,0,1,0,0,1,Medium
Rural Roads,Damaged Road,50,69,Car,23,79,83,0,0,0,0,0,Low
Urban Roads,Dry Road,38,41,Bike,17,67,92,0,0,0,0,0,Low
Rural Roads,Dry Road,56,66,Bike,33,47,77,0,0,0,0,0,Medium
State Highway,Dry Road,81,64,Bike,37,84,68,0,0,0,0,1,Medium
Service Roads,Wet Road,29,33,Car,40,86,53,1,0,0,0,0,Low
Rural Roads,Dry Road,46,57,Car,27,53,53,0,0,1,0,1,Medium
National Highway,Dry Road,123,99,Car,44,41,100,0,0,0,0,0,Medium
Rural Roads,Damaged Road,31,43,Bike,19,47,42,0,0,1,0,0,Medium
